id,name,rank,generation,type1,type2,total,hp,atk,def,spatk,spdef,speed,offense_index,defense_index,speed_to_power,era_total_z,bmi_like,bulk_index,offense_bias,role_tag,generation_num
65,alakazam,ordinary,generation-i,psychic,,500,55,50,45,135,95,120,92.5,70.0,0.24,0.924730113334692,21.333333333333332,484.8968962573384,0.13846153846153847,balanced,1
66,machop,ordinary,generation-i,fighting,,305,70,80,50,35,35,35,57.5,42.5,0.11475409836065574,-1.027706297617553,30.468749999999993,350.0,0.15,balanced,1
67,machoke,ordinary,generation-i,fighting,,405,80,100,70,50,60,45,75.0,65.0,0.1111111111111111,-0.02645685610358121,31.333333333333332,579.6550698475776,0.07142857142857142,balanced,1
68,machamp,ordinary,generation-i,fighting,,505,90,130,80,65,85,55,97.5,82.5,0.10891089108910891,0.9747925854103906,50.78124999999999,782.3042886243178,0.08333333333333333,balanced,1
69,bellsprout,ordinary,generation-i,grass,poison,300,50,75,35,70,30,40,72.5,32.5,0.13333333333333333,-1.0777687696932516,8.163265306122451,229.128784747792,0.38095238095238093,balanced,1
70,weepinbell,ordinary,generation-i,grass,poison,390,65,90,50,85,45,55,87.5,47.5,0.14102564102564102,-0.17664427233067698,6.4,382.4264635194589,0.2962962962962963,balanced,1
71,victreebel,ordinary,generation-i,grass,poison,490,80,105,65,100,70,70,102.5,67.5,0.14285714285714285,0.8246051691832949,5.363321799307959,603.3241251599343,0.20588235294117646,attacker,1
72,tentacool,ordinary,generation-i,water,poison,335,40,40,35,50,100,70,45.0,67.5,0.208955223880597,-0.7273314651633614,56.172839506172835,374.16573867739413,-0.2,balanced,1
73,tentacruel,ordinary,generation-i,water,poison,515,80,70,65,80,120,100,75.0,92.5,0.1941747572815534,1.0749175295617879,21.484374999999996,789.9367063252599,-0.1044776119402985,balanced,1
74,geodude,ordinary,generation-i,rock,ground,300,40,80,100,30,30,20,55.0,65.0,0.06666666666666667,-1.0777687696932516,124.99999999999997,346.41016151377545,-0.08333333333333333,balanced,1
75,graveler,ordinary,generation-i,rock,ground,390,55,95,115,45,45,35,70.0,80.0,0.08974358974358974,-0.17664427233067698,105.0,533.5025773133622,-0.06666666666666667,balanced,1
76,golem,ordinary,generation-i,rock,ground,495,80,120,130,55,65,45,87.5,97.5,0.09090909090909091,0.8746676412589934,153.06122448979593,822.1921916437786,-0.05405405405405406,balanced,1
77,ponyta,ordinary,generation-i,fire,,410,50,85,55,65,65,90,75.0,60.0,0.21951219512195122,0.02360561597211738,30.0,422.7883631321941,0.1111111111111111,balanced,1
78,rapidash,ordinary,generation-i,fire,,500,65,100,70,80,80,105,90.0,75.0,0.21,0.924730113334692,32.871972318339104,603.3241251599343,0.09090909090909091,balanced,1
79,slowpoke,ordinary,generation-i,water,psychic,315,90,65,65,40,40,15,52.5,52.5,0.047619047619047616,-0.9275813534661559,25.0,483.735464897913,0.0,balanced,1
80,slowbro,ordinary,generation-i,water,psychic,490,95,75,110,100,80,30,87.5,95.0,0.061224489795918366,0.8246051691832949,30.664062499999993,914.3303560529969,-0.0410958904109589,wall,1
81,magnemite,ordinary,generation-i,electric,steel,325,25,35,70,95,55,45,65.0,62.5,0.13846153846153847,-0.8274564093147586,66.66666666666667,310.2418411497714,0.0196078431372549,balanced,1
82,magneton,ordinary,generation-i,electric,steel,465,50,60,95,120,70,70,90.0,82.5,0.15053763440860216,0.5742928088048018,60.0,576.6281297335398,0.043478260869565216,balanced,1
83,farfetchd,ordinary,generation-i,normal,flying,377,52,90,55,58,62,60,74.0,58.5,0.15915119363395225,-0.3068066997274933,23.437499999999996,421.0938137755054,0.1169811320754717,balanced,1
84,doduo,ordinary,generation-i,normal,flying,310,35,85,45,35,35,75,60.0,40.0,0.24193548387096775,-0.9776438255418545,20.000000000000004,234.7871376374779,0.2,balanced,1
85,dodrio,ordinary,generation-i,normal,flying,470,60,110,70,60,60,110,85.0,65.0,0.23404255319148937,0.6243552808805005,26.296296296296294,501.9960159204453,0.13333333333333333,balanced,1
86,seel,ordinary,generation-i,water,,325,65,45,55,45,70,45,45.0,62.5,0.13846153846153847,-0.8274564093147586,74.38016528925618,500.2499375312305,-0.16279069767441862,balanced,1
87,dewgong,ordinary,generation-i,water,ice,475,90,70,80,70,95,70,70.0,87.5,0.14736842105263157,0.6744177529561991,41.52249134948097,827.0429251254133,-0.1111111111111111,balanced,1
88,grimer,ordinary,generation-i,poison,,325,80,80,50,40,50,25,60.0,50.0,0.07692307692307693,-0.8274564093147586,37.03703703703704,447.21359549995793,0.09090909090909091,balanced,1
89,muk,ordinary,generation-i,poison,,500,105,105,75,65,100,50,85.0,87.5,0.1,0.924730113334692,20.833333333333336,887.4119674649424,-0.014492753623188406,balanced,1
90,shellder,ordinary,generation-i,water,,305,30,65,100,45,25,40,55.0,62.5,0.13114754098360656,-1.027706297617553,44.44444444444444,273.8612787525831,-0.06382978723404255,balanced,1
91,cloyster,ordinary,generation-i,water,ice,525,50,95,180,85,45,70,90.0,112.5,0.13333333333333333,1.175042473713185,58.888888888888886,636.3961030678928,-0.1111111111111111,balanced,1
92,gastly,ordinary,generation-i,ghost,poison,310,30,35,30,100,35,80,67.5,32.5,0.25806451612903225,-0.9776438255418545,0.05917159763313609,177.48239349298848,0.35,balanced,1
93,haunter,ordinary,generation-i,ghost,poison,405,45,50,45,115,55,95,82.5,50.0,0.2345679012345679,-0.02645685610358121,0.03906249999999999,333.72893191930484,0.24528301886792453,balanced,1
94,gengar,ordinary,generation-i,ghost,poison,500,60,65,60,130,75,110,97.5,67.5,0.22,0.924730113334692,18.0,519.6152422706632,0.18181818181818182,balanced,1
95,onix,ordinary,generation-i,rock,ground,385,35,45,160,30,45,70,37.5,102.5,0.18181818181818182,-0.22670674440637556,2.711776859504132,501.9960159204453,-0.4642857142857143,tank,1
96,drowzee,ordinary,generation-i,psychic,,328,60,48,45,43,90,42,45.5,67.5,0.12804878048780488,-0.7974189260693395,32.4,492.9503017546495,-0.19469026548672566,balanced,1
97,hypno,ordinary,generation-i,psychic,,483,85,73,70,73,115,67,73.0,92.5,0.13871635610766045,0.7545177082773168,29.531249999999993,827.1940522029882,-0.11782477341389729,balanced,1
98,krabby,ordinary,generation-i,water,,325,30,105,90,25,25,50,65.0,57.5,0.15384615384615385,-0.8274564093147586,40.62499999999999,259.8076211353316,0.061224489795918366,balanced,1
99,kingler,ordinary,generation-i,water,,475,55,130,115,50,50,75,90.0,82.5,0.15789473684210525,0.6744177529561991,35.50295857988165,562.3610939600997,0.043478260869565216,balanced,1
100,voltorb,ordinary,generation-i,electric,,330,40,30,50,55,55,100,42.5,52.5,0.30303030303030304,-0.77739393723906,41.6,331.66247903554,-0.10526315789473684,balanced,1
101,electrode,ordinary,generation-i,electric,,490,60,50,70,80,80,150,65.0,75.0,0.30612244897959184,0.8246051691832949,46.25,579.6550698475776,-0.07142857142857142,balanced,1
102,exeggcute,ordinary,generation-i,grass,psychic,325,60,40,80,60,45,40,50.0,62.5,0.12307692307692308,-0.8274564093147586,15.624999999999996,464.75800154489,-0.1111111111111111,balanced,1
103,exeggutor,ordinary,generation-i,grass,psychic,530,95,95,85,125,75,55,110.0,80.0,0.10377358490566038,1.2251049457888836,30.0,778.2191208136691,0.15789473684210525,balanced,1
104,cubone,ordinary,generation-i,ground,,320,50,50,95,40,50,35,45.0,72.5,0.109375,-0.8775188813904573,40.62499999999999,487.3397172404482,-0.23404255319148937,balanced,1
105,marowak,ordinary,generation-i,ground,,425,60,80,110,50,80,45,65.0,95.0,0.10588235294117647,0.17379303219921316,45.0,726.636084983398,-0.1875,balanced,1
106,hitmonlee,ordinary,generation-i,fighting,,455,50,120,53,35,110,87,77.5,81.5,0.1912087912087912,0.4741678646534047,22.133333333333333,539.9073994677235,-0.025157232704402517,balanced,1
107,hitmonchan,ordinary,generation-i,fighting,,455,50,105,79,35,110,76,70.0,94.5,0.16703296703296702,0.4741678646534047,25.61224489795919,659.1661399070799,-0.14893617021276595,balanced,1
108,lickitung,ordinary,generation-i,normal,,385,90,55,75,60,75,30,57.5,75.0,0.07792207792207792,-0.22670674440637556,45.486111111111114,711.5124735378854,-0.1320754716981132,balanced,1
109,koffing,ordinary,generation-i,poison,,340,40,65,95,60,45,35,62.5,70.0,0.10294117647058823,-0.6772689930876629,2.7777777777777777,413.52146256270663,-0.05660377358490566,balanced,1
110,weezing,ordinary,generation-i,poison,,490,65,90,120,85,70,60,87.5,95.0,0.12244897959183673,0.8246051691832949,6.597222222222222,738.9181280764467,-0.0410958904109589,balanced,1
111,rhyhorn,ordinary,generation-i,ground,rock,345,80,85,95,30,30,25,57.5,62.5,0.07246376811594203,-0.6272065210119643,115.0,477.4934554525329,-0.041666666666666664,balanced,1
112,rhydon,ordinary,generation-i,ground,rock,485,105,130,120,45,45,40,87.5,82.5,0.08247422680412371,0.7745426971075963,33.2409972299169,752.994023880668,0.029411764705882353,balanced,1
113,chansey,ordinary,generation-i,normal,,450,250,5,5,35,105,50,20.0,55.0,0.1111111111111111,0.42410539257770613,28.595041322314046,362.284418654736,-0.4666666666666667,balanced,1
114,tangela,ordinary,generation-i,grass,,435,65,55,115,100,40,60,77.5,77.5,0.13793103448275862,0.2739179763506103,35.0,546.8089245796926,0.0,balanced,1
115,kangaskhan,ordinary,generation-i,normal,,490,105,95,80,40,80,90,67.5,80.0,0.1836734693877551,0.8246051691832949,16.52892561983471,819.7560612767679,-0.0847457627118644,balanced,1
116,horsea,ordinary,generation-i,water,,295,30,40,70,70,25,60,55.0,47.5,0.2033898305084746,-1.1278312417689502,49.99999999999999,229.128784747792,0.07317073170731707,balanced,1
117,seadra,ordinary,generation-i,water,,440,55,65,95,95,45,85,80.0,70.0,0.19318181818181818,0.3239804484263089,17.36111111111111,484.8968962573384,0.06666666666666667,balanced,1
118,goldeen,ordinary,generation-i,water,,320,45,67,60,35,50,63,51.0,55.0,0.196875,-0.8775188813904573,41.66666666666667,367.4234614174767,-0.03773584905660377,balanced,1
119,seaking,ordinary,generation-i,water,,450,80,92,65,65,80,68,78.5,72.5,0.1511111111111111,0.42410539257770613,23.076923076923073,644.9806198638839,0.039735099337748346,balanced,1
120,staryu,ordinary,generation-i,water,,340,30,45,55,70,55,85,57.5,55.0,0.25,-0.6772689930876629,53.90624999999999,301.24740662784137,0.022222222222222223,balanced,1
121,starmie,ordinary,generation-i,water,psychic,520,60,75,85,100,85,115,87.5,85.0,0.22115384615384615,1.1249800016374865,66.11570247933884,658.4071688552609,0.014492753623188406,balanced,1
122,mr-mime,ordinary,generation-i,psychic,fairy,460,40,45,65,100,120,90,72.5,92.5,0.1956521739130435,0.5242303367291032,32.24852071005917,558.5696017507577,-0.12121212121212122,balanced,1
123,scyther,ordinary,generation-i,bug,flying,500,70,110,80,55,80,105,82.5,80.0,0.21,0.924730113334692,24.88888888888889,669.3280212272605,0.015384615384615385,balanced,1
124,jynx,ordinary,generation-i,ice,psychic,455,65,50,35,115,95,95,82.5,65.0,0.2087912087912088,0.4741678646534047,20.71428571428572,464.89246068311326,0.11864406779661017,balanced,1
125,electabuzz,ordinary,generation-i,electric,,490,65,83,57,95,85,105,89.0,71.0,0.21428571428571427,0.8246051691832949,24.793388429752063,561.1817887280378,0.1125,balanced,1
126,magmar,ordinary,generation-i,fire,,495,65,95,57,100,85,93,97.5,71.0,0.18787878787878787,0.8746676412589934,26.33136094674556,561.1817887280378,0.1572700296735905,balanced,1
127,pinsir,ordinary,generation-i,bug,,500,65,125,100,55,70,85,90.0,85.0,0.17,0.924730113334692,24.444444444444443,674.5368781616021,0.02857142857142857,balanced,1
128,tauros,ordinary,generation-i,normal,,490,75,100,95,40,70,110,70.0,82.5,0.22448979591836735,0.8246051691832949,45.10204081632654,706.2223445912767,-0.08196721311475409,balanced,1
129,magikarp,ordinary,generation-i,water,,200,20,10,55,15,20,80,12.5,37.5,0.4,-2.0790182112072233,12.345679012345679,148.32396974191326,-0.5,balanced,1
130,gyarados,ordinary,generation-i,water,flying,540,95,125,79,60,100,81,92.5,89.5,0.15,1.3252298899402808,5.562130177514793,866.3140308225419,0.016483516483516484,balanced,1
131,lapras,ordinary,generation-i,water,ice,535,130,85,80,85,95,60,85.0,87.5,0.11214953271028037,1.2751674178645822,35.2,993.9818911831342,-0.014492753623188406,balanced,1
132,ditto,ordinary,generation-i,normal,,288,48,48,48,48,48,48,48.0,48.0,0.16666666666666666,-1.1979187026749283,44.44444444444444,332.55375505322445,0.0,balanced,1
133,eevee,ordinary,generation-i,normal,,325,55,55,50,45,65,55,50.0,57.5,0.16923076923076924,-0.8274564093147586,72.22222222222223,422.7883631321941,-0.06976744186046512,balanced,1
134,vaporeon,ordinary,generation-i,water,,525,130,65,60,110,95,65,87.5,77.5,0.12380952380952381,1.175042473713185,29.0,860.8135686662937,0.06060606060606061,balanced,1
135,jolteon,ordinary,generation-i,electric,,525,65,65,60,110,95,130,87.5,77.5,0.24761904761904763,1.175042473713185,38.28124999999999,608.6871117413281,0.06060606060606061,balanced,1
136,flareon,ordinary,generation-i,fire,,525,65,130,60,95,110,65,112.5,85.0,0.12380952380952381,1.175042473713185,30.864197530864196,654.9809157525126,0.13924050632911392,balanced,1
137,porygon,ordinary,generation-i,normal,,395,65,60,70,85,75,40,72.5,72.5,0.10126582278481013,-0.1265818002549784,57.031249999999986,584.1660722773961,0.0,balanced,1
138,omanyte,ordinary,generation-i,rock,water,355,35,40,100,90,55,35,65.0,77.5,0.09859154929577464,-0.5270815768605671,46.87499999999999,438.7482193696061,-0.08771929824561403,balanced,1
139,omastar,ordinary,generation-i,rock,water,495,70,60,125,115,70,55,87.5,97.5,0.1111111111111111,0.8746676412589934,35.0,782.6237921249264,-0.05405405405405406,balanced,1
140,kabuto,ordinary,generation-i,rock,water,355,30,80,90,55,45,55,67.5,67.5,0.15492957746478872,-0.5270815768605671,46.0,348.5685011586675,0.0,balanced,1
141,kabutops,ordinary,generation-i,rock,water,495,60,115,105,65,70,80,90.0,87.5,0.16161616161616163,0.8746676412589934,23.964497041420117,664.0783086353597,0.014084507042253521,balanced,1
142,aerodactyl,ordinary,generation-i,rock,flying,515,80,105,65,60,75,130,82.5,70.0,0.2524271844660194,1.0749175295617879,18.209876543209877,624.4997998398399,0.08196721311475409,balanced,1
143,snorlax,ordinary,generation-i,normal,,540,160,110,65,65,110,30,87.5,87.5,0.05555555555555555,1.3252298899402808,104.30839002267574,1069.579356569675,0.0,balanced,1
144,articuno,legendary,generation-i,ice,flying,580,90,85,100,95,125,85,90.0,112.5,0.14655172413793102,1.7257296665458695,19.169550173010382,1060.6601717798212,-0.1111111111111111,wall,1
145,zapdos,legendary,generation-i,electric,flying,580,90,90,85,125,90,100,107.5,87.5,0.1724137931034483,1.7257296665458695,20.546874999999996,829.7590011563599,0.10256410256410256,sweeper,1
146,moltres,legendary,generation-i,fire,flying,580,90,100,90,125,85,90,112.5,87.5,0.15517241379310345,1.7257296665458695,15.0,829.7590011563599,0.125,balanced,1
147,dratini,ordinary,generation-i,dragon,,300,41,64,45,50,50,50,57.0,47.5,0.16666666666666666,-1.0777687696932516,1.0185185185185184,303.7268509697488,0.09090909090909091,balanced,1
148,dragonair,ordinary,generation-i,dragon,,420,61,84,65,70,70,70,77.0,67.5,0.16666666666666666,0.12373056012351456,1.03125,526.8301434048739,0.0657439446366782,balanced,1
149,dragonite,ordinary,generation-i,dragon,flying,600,91,134,95,100,100,80,117.0,97.5,0.13333333333333333,1.9259795548486638,43.38842975206611,929.7849213662265,0.09090909090909091,wall,1
150,mewtwo,legendary,generation-i,psychic,,680,106,110,90,154,90,130,132.0,90.0,0.19117647058823528,2.726979108059841,30.5,926.60671268883,0.1891891891891892,sweeper,1
151,mew,mythical,generation-i,psychic,,600,100,100,100,100,100,100,100.0,100.0,0.16666666666666666,1.9259795548486638,24.999999999999996,1000.0,0.0,sweeper,1
152,chikorita,ordinary,generation-ii,grass,,318,45,49,65,49,65,45,49.0,65.0,0.14150943396226415,-0.79301939618373,7.901234567901234,436.033255612459,-0.14035087719298245,balanced,2
